is_bad,member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code,Partition
No,M0509739,Fully Paid,Bristol Myers Squibb,< 1 year,RENT,44640,n,The purpose of this loan is to consolidate credit card debt that I accumulated through college. I am looking for a lower interest rate on this loan than my credit cards.  I would use this loan to fully pay off those balances.,296xx,SC,10.65,0,9/1/98,2,NA,NA,19,0,19.3,21,FALSE,0,NA,19%,1,T
No,M0345828,Fully Paid,Lehigh Technologies of GA,2 years,MORTGAGE,62000,n,We are looking to get a loan to consolidate and pay off our credit card debt.,300xx,GA,19.24,0,12/1/03,0,NA,NA,12,0,90.3,18,FALSE,0,NA,90%,1,T
No,M1281001,Fully Paid,hellmann worldwide logistics,5 years,RENT,37000,n,,330xx,FL,19.62,0,12/1/02,0,NA,NA,7,0,58.6,8,FALSE,0,NA,59%,1,T
No,M0439999,Fully Paid,"ShatzmanBaker, PC",4 years,RENT,15000,n,"Hello,  I am looking for a small loan to supplement cash saved to purchase a vehicle.  Paying off the loan will not be a problem.  If you look at my credit report you will find that I have never been late on a payment and I take pride in maintain prestige credit.  Also, I have a steady job as an attorney assistant thus paying off the loan will not be an issue.  Please consider me for this loan-Thank you.",088xx,NJ,15.28,0,10/1/05,1,NA,NA,12,0,18.6,15,FALSE,0,NA,19%,1,T
No,M0696779,Fully Paid,Social Security Administration,6 years,MORTGAGE,83000,n,"Just trying to pay off credit card debt accumulated in the last decade.  Been paying off more the last few years but would rather pay you than a corporation.  Secure job, no late payments.",641xx,MO,10.74,0,5/1/97,0,NA,NA,16,0,72.9,23,FALSE,0,NA,73%,1,T
No,M0381380,Fully Paid,Mildred-Mitchell Bateman Hospital,1 year,OWN,24000,n,I plan to use this loan to repair my vehicle. I need to repair the power steering as well as the transmission. I am a part-time college student with a full-time job. I am a responsible individual.,456xx,OH,21.15,0,6/1/04,0,NA,NA,5,0,82.1,5,FALSE,0,NA,82%,1,T
No,M1040408,Fully Paid,SALINAS VALLEY FORD,8 years,MORTGAGE,85000,n,POOL LOAN..TOTAL COST 48500.00. WE HAVE THE BALANCE TO COMPLETE THE ADDITION. STEADY INCOME AND NEVER LATE WITH PAYMENTS. WILL MOST LIKELY PAYOFF EARLY,950xx,CA,17.63,0,2/1/82,1,NA,106,15,1,75.4,28,FALSE,0,NA,75%,1,T
No,M0780959,Fully Paid,BoBoGo Inc,3 years,MORTGAGE,42000,n,,945xx,CA,11.31,0,4/1/05,3,NA,NA,5,0,15.6,11,FALSE,0,NA,16%,1,T
No,M0711980,Fully Paid,Judicate West,10+ years,RENT,50000,n,,917xx,CA,21.4,0,1/1/96,0,NA,NA,9,0,26.7,40,FALSE,0,NA,27%,1,T
No,M0845173,Fully Paid,AON Corporation,< 1 year,MORTGAGE,77604,n,,114xx,NY,10.1,1,10/1/01,2,15,NA,11,0,67.2,40,FALSE,0,NA,67%,1,T
Yes,M0835284,Charged Off,Selective Insurance Company,8 years,MORTGAGE,96000,n,e mail verification,080xx,NJ,17.65,0,8/1/83,3,NA,NA,14,0,54,33,FALSE,0,NA,54%,1,T
No,M0522954,Fully Paid,The Home Depot,9 years,RENT,35004,n,trying to make my credit cards into one payment and pull myself out of the grip of credit cards.,201xx,VA,17.45,0,3/1/03,1,NA,NA,5,0,86.8,13,FALSE,0,NA,87%,1,T
No,M0963882,Fully Paid,"Risk Placement Services, Inc - CM&M",6 years,OWN,91000,n,Primarily to be used for state taxes and daughters oral surgery costs.,070xx,NJ,14.27,0,12/1/89,0,NA,NA,15,0,43.2,33,FALSE,0,NA,43%,1,T
No,M1036628,Fully Paid,Wells Fargo,5 years,MORTGAGE,75000,n,,554xx,MN,19.02,0,10/1/01,0,NA,NA,16,0,12.9,29,FALSE,0,NA,13%,1,T
No,M0486523,Fully Paid,Aurora Diagnostics,1 year,MORTGAGE,85000,n,"Hello,     I would like a loan of $12000 to have impact windows installed in my home (I live in Florida).   This will not only protect my home in the event of a storm but also increase my property value.    I have a high credit rating,  very stable and well paying job and have never been late or missed any payments on my debts.",334xx,FL,9.15,0,1/1/89,0,NA,NA,8,0,24.3,23,FALSE,0,NA,24%,1,T
No,M0515608,Fully Paid,CR BARD,10+ years,OWN,57300,n,None,128xx,NY,16.27,0,10/1/98,1,NA,NA,8,0,64.3,15,FALSE,0,NA,64%,1,T
Yes,M0982539,Charged Off,Ez Prints Inc,5 years,MORTGAGE,39996,n,I plan to use the funds to pay off high interest credit cards. I always pay my bills and debt off and on time. I have a stable job that I have been with for about 5 years. My long term goal is to have no credit card debt in less than 3 years.,305xx,GA,24.63,1,10/1/01,0,17,NA,13,0,14.8,24,FALSE,0,NA,15%,1,T
Yes,M1290729,Charged Off,UNITED LIGHTING & ELECTRICAL GROUP,9 years,MORTGAGE,88000,n,,117xx,NY,10.6,0,10/1/02,3,NA,NA,11,0,77.8,20,FALSE,0,NA,78%,1,T
No,M1210887,Fully Paid,Terrazzo & Marble Supply Company,8 years,RENT,70000,n,,606xx,IL,15.98,0,11/1/95,1,58,NA,11,0,71.3,14,FALSE,0,NA,71%,1,T
No,M0971359,Fully Paid,Everest Re,2 years,MORTGAGE,205000,n,,070xx,NJ,10.16,0,9/1/72,0,NA,NA,10,0,86.5,14,FALSE,0,NA,86%,1,T
No,M0453442,Fully Paid,FlightSafety International - Berkshire Hathaway,1 year,RENT,31000,n,"Hello, and thanks for taking a moment to consider my loan request.  I'm a young, ambitious female professional and a graduate of the University of Michigan.  Like many other people my age (and of all ages, for that matter), many of my life goals are held in check by the need for financing.  I'm applying to business school at the University of Florida, but with the credit market tightening up, I know I'll need to expand my student loan options beyond the usual lenders.  I have a full-time job with a very stable company, so I know I will have no problem fulfilling the monthly payment commitments.  I hope you'll agree that I'm a very low risk and will make very productive use of your investment capital.",314xx,GA,20.48,0,9/1/03,0,NA,NA,4,0,87.7,6,FALSE,0,NA,88%,1,T
No,M0731971,Fully Paid,Chesapeake Veterinary Surgical Specialis,< 1 year,RENT,23920,n,"I have recently started a new job in the veterinary field which offers much better job stability than the retail job I used to hold. I am requesting a loan so I can pay off higher interest rate credit cards.I take responsibilty for my bills and other obligations, but I also have strong family support to assist me in case of unexpected trouble.",212xx,MD,22.32,0,9/1/98,1,36,NA,5,0,88.5,6,FALSE,0,NA,88%,1,T
No,M0885089,Current,Millenium,10+ years,OWN,35000,n,"This loan will be used to pay off a car loan for $5000.00,and replenish our savings account.We just spent $4000.00 of our own money on veterinarian bills.We would like to have extra money on hand for any upcoming emergency. Both my husband and I are gainfully employed.I have been at the same company for over 11 years....my husband at the same company for over 5 years.",018xx,MA,10.7,0,12/1/94,0,49,NA,6,0,8.4,16,FALSE,0,NA,8%,1,T
No,M0755392,Fully Paid,Washoe County Court,10+ years,RENT,59500,n,"If it makes a difference to the investors, I can request that the loan term be for 3 years as opposed to 5 years.  My plan is to pay this off in approximately 3 years anyway but I chose the longer loan term to ensure that I would have no problem making the payments.",894xx,NV,20.55,0,2/1/98,2,NA,NA,8,0,90.7,26,FALSE,0,NA,91%,1,T
No,M1261281,Fully Paid,community hospital of san bernardino,4 years,MORTGAGE,75000,n,,923xx,CA,14.88,0,7/1/88,0,NA,NA,8,0,61.1,24,FALSE,0,NA,61%,1,T
No,M1034985,Fully Paid,SELF,5 years,MORTGAGE,131004,n,Personal contribution to second concept of current business of which 40% has been provided business savings and 50% by business bank loan.  Thanks.,662xx,KS,10.77,0,3/1/93,1,NA,NA,20,0,5.1,41,FALSE,0,NA,5%,1,T
Yes,M0540109,Charged Off,Lynblosten care center,10+ years,MORTGAGE,45000,n,"This loan will be used to consolidate credit card debts of my child and aid her with living expense for the remainder of the year. We have gone over a plan to clear up credit card and other debts that she has this is the first step we plan to take along some other  budgeting and financial  planning option. My child is currently working as a stylist and was having a hard time keeping up with the multiple payments on the different cards.  She is currently paying about $ 500 in minimum payments, so get this Loan would reduce her monthly payments. We plan to select two accounts for her to keep open for emergencies only. We will be spliting the payments and plan to set up account to pay this account with auto pay to ensure that this loan is paid on time every month.",551xx,MN,14.67,0,11/1/98,0,40,NA,11,0,23.2,17,FALSE,0,NA,23%,1,T
No,M0773963,Fully Paid,KidsTek,5 years,MORTGAGE,54000,n,,801xx,CO,7.47,0,2/1/99,1,44,NA,4,0,31.7,13,FALSE,0,NA,32%,1,T
No,M0764777,Fully Paid,postal service,10+ years,MORTGAGE,58000,n,,067xx,CT,0.58,0,11/1/99,0,NA,NA,4,0,9.2,29,FALSE,0,NA,9%,1,T
No,M0156838,Fully Paid,dial seven limo servive,4 years,RENT,60000,n,"Last year I got sick and had to go under surgery. While I was out of work Credit Card debt piled up .I tried to keep balance lower by borrowing money from my family members. Now I have decided to get some loan to payback to my family and credit cards and get rid of high interest rates. My family helped me a lot, and I don't want them to suffer because of me any more. I don't want to keep paying high interest rate and deal with lots of different banks. Therefore, I want to get a single loan from one institute and consolidate all my debt in one loan and make just one payment every month. I have started my work again for few months now and things are back on track.  One of my friend found this site online and suggested me to try here. Please understand my situation and help out.  thanks for reading.",113xx,NY,0.82,0,2/1/02,0,0,0,8,0,6.8,8,FALSE,0,NA,7%,1,T
Yes,M1303528,Charged Off,autozone,4 years,RENT,75000,n,Business/credit card,912xx,CA,12.48,0,1/1/00,3,NA,NA,6,0,73.9,11,FALSE,0,NA,74%,1,T
No,M0749813,Fully Paid,Scientific Research Corp.,4 years,RENT,54380,n,,919xx,CA,16.55,0,11/1/02,0,NA,NA,4,0,49.7,10,FALSE,0,NA,50%,1,T
No,M0908681,Fully Paid,Abboud's McDonald's,5 years,RENT,19000,n,I want to consolidate my credit card bills to one payment I can afford. every month. I have steady employment with strong chances to advance in the company.,981xx,WA,3.54,0,11/1/06,0,NA,NA,3,0,64.9,3,FALSE,0,NA,65%,1,T
No,M0347164,Fully Paid,LPL Financial,2 years,RENT,40000,n,"This loan will be used to paydown business debt from my early 20s.  My mentor/manager asked me to help cover some advertising costs by using my CC.  He failed to deliver on his promises to pay it off swiftly.  Several years later,  I seldom  hear from him.  So paying this off fully, not just covering the minimum payment, is my responsibility and personal mission.  My credit card company cannot reduce my rate b/c I voluntarily shut the card down a few years ago.  They suggest that I go through their debt managemtent solution to set up a plan.  But I can't go to a 'Debt Modification' arrangement b/c I'm in the financial services industry, and that would be a problem for future job disclosure forms, etc.  So I am looking to get ahead of my interest payments, so as to actually begin reducing the principal significantly.  By having a lower rate, the $500-700/month for this loan will dramatically increase the proportion of my payment which is paying down principal.   My financial situation:  I am a good candidate for this loan because my take home pay varies b/t 2,500 and 3,500 per month due to various components of my pay structure.  One component is an override from my entire office's revenue [that began in Oct 07], due to my integral involvement with many other associates' accounts.  After my job change in 2005, aroundthe same time as Hurricane Katrina, my income took a big hit.  But over the last 2+ year it has increased nearly 50% each year.  As thing are today, I am on pace to make at least $40,000 gross in 2008.  Any new accounts/clients/revenue are on top of this $40,000 income base.  My expenses are fairly low considering.  No car payment, low rent, gas is taken care of.  And ultimately, as a Certified Financial Planner, I would never allow my own finances to go into default or bankruptcy because my career would be finished.  I want to get this monkey off my back ASAP, and a lower rate loan would enable my to get financially fit much, much faster.",708xx,LA,16.98,0,4/1/98,2,40,NA,4,0,62,12,FALSE,0,NA,62%,1,T
Yes,M0354618,Charged Off,Capable Controls Inc,10+ years,RENT,83004,n,Home improvement and debt consolidation,601xx,IL,13.53,0,2/1/86,3,NA,96,9,1,57.7,29,FALSE,0,NA,58%,1,T
No,M0989089,Fully Paid,International Fire Equipment Corp.,10+ years,MORTGAGE,56000,n,"This loan will payoff a closed credit card that currently costs me 200+ a month in intrest. I pay 500 a month towards this closed credit card as a minimum payment, the 400 for this loan will be a nice way to us of our final credit card bill faster, since I will still apply the 500 to it. I have another loan through this club that will be paid off in 17 months, this club really works. Thanks for investing...if you have any other questions please contact me. I just wanted to add, that I am very serious about paying this debt off and being debt free, I had the chance to claim bankruptcy 3 years ago and decided to own up to my resposiblilty to pay this off on my own since I created it.  This amount will finally free me of the final part of my obligation to the credit card companies.  I am a very safe investment, I am not a typical dead beat, I have taken the resposiblity to take care of my debt the right way. I have paid down over 20k of debt in 3 years, I just wish I would have discovered this club 3 years ago!!!!",600xx,IL,20.04,0,6/1/94,0,NA,NA,16,0,6.2,53,FALSE,0,NA,6%,1,T
No,M0727945,Fully Paid,"NYC Department of Education, P.S. 33x",3 years,RENT,54000,n,,100xx,NY,11.13,0,10/1/01,1,NA,NA,8,0,32,18,FALSE,0,NA,32%,1,T
No,M0577857,Fully Paid,Rockland Golf Course,7 years,RENT,25200,n,"577857 added on 11/23/09 > I plan on using this loan to consolidate two high interest credit cards. Once they are paid in full I'm going to close one of the accounts. I have never missed a payment nor have I only just paid the mininmum. Also, with the extra money I have from the loan I plan to make some much needed repairs to my car. If anyone has any question at all please feel free to E-mail me and I will respond as soon as possible.",023xx,MA,5.38,0,10/1/06,1,NA,NA,5,0,58.5,8,FALSE,0,NA,58%,1,T
No,M0772974,Fully Paid,NA,3 years,RENT,140000,n,,956xx,CA,18.56,0,12/1/93,2,NA,NA,13,0,86.1,50,FALSE,0,NA,86%,1,T
Yes,M0768511,Charged Off,hyatt select,2 years,RENT,21552,n,first off i do want to take the time to Thank You in advance for making this loan possible.. i also wanted to point out the fact that i have no balances on my revolving line of credit. that was done so i can make  extra payments on this loan so i can repay it back faster..at this point in time I have no other major purchases..I'm definitely an individual that's not living outside his means..i pay close attention to my fico score and i always pay my bills on time.  THANK YOU,021xx,MA,4.57,0,11/1/00,0,NA,NA,7,0,0,8,FALSE,0,NA,0%,1,T
Yes,M1232779,Charged Off,Occidental Chemical Corporation,10+ years,MORTGAGE,85000,n,"Thank you VERY much for this consolidation loan, it will knock off a lot every month, and make it easier to keep everything current. If we can get these other payments reduced, I'll start putting back $331 every check, should not be a problem. As far as job stability, shouldn't be a problem either...not trying to toot my own horn, but I'm highly regarded &amp; respected at the plant, been there 30 years  on 10/19/2011. Thanks again for this loan, it's REALLY going to help!",751xx,TX,7.89,0,4/1/95,1,46,114,10,1,99.1,22,FALSE,0,NA,99%,1,T
Yes,M0911273,Charged Off,casey's general store,9 years,RENT,18900,n,,669xx,KS,25.9,0,4/1/91,4,NA,NA,9,0,43.9,21,FALSE,0,NA,44%,1,T
No,M0523735,Fully Paid,Lockheed Martin Corp.,9 years,MORTGAGE,84000,n,"My wife and I are trying to consolidate our high interest credit card debt.  Due to the sweeping credit card changes most of our card limits were dropped and or rates were hiked, in some cases by as much as 12%.  This drove down our credit score.  I would like to consolidate these cards into one loan and lose the high interest payments.  We are very reliable and financially responsible, thank you for your help.",809xx,CO,15.8,0,12/1/98,2,53,NA,15,0,30.6,52,FALSE,0,NA,31%,1,T
No,M0973056,Fully Paid,Sun Life Financial,9 years,MORTGAGE,78000,n,This loan is for credit card debt. I'm extremely responsible and pay all my debts and on-time.  This loan will pay 2 high rate credit cards that were once 0% that paid for a large purchase 2 yrs ago.  I will be with my employer 10 years in mid-june and I love my job.  This loan would really help me get everything together financially to help me build for the future.,021xx,MA,23.11,0,11/1/93,0,NA,NA,17,0,50.1,38,FALSE,0,NA,50%,1,T
No,M0742050,Fully Paid,Pillar Group,< 1 year,RENT,9600,n,,112xx,NY,13.88,0,11/1/01,0,NA,NA,19,0,30.2,25,FALSE,0,NA,30%,1,T
Yes,M1059410,Charged Off,The Conifer Group,9 years,RENT,150000,n,"I started acquiring debt at the beginning of the financial crisis when I had some unexpected health and living expenses.  My income had always gone up year over year so I thought I would easily pay it off.  Turns out that my income didn't go up and I need to overhaul my finances and consolidate my debt so I can pay off my credit cards and reduce stress of paying multiple creidtors.  I am a great loan candidate.  I have a stable job where I have been for over 9 years in an industry where my services are in demand.  I have always paid my bills on time and am a strong believer in paying what you owe.  My credit is great in ever way (for example: long history of paying creditors on time, long standing bank accounts and revolving credit accounts, paid off all student loans, low interest secured loan etc) except the fact that I am carrying more debt than I should.  This loan will help me re-structure my finances so I can get back on track.  Thanks for your help.  You will make a good return on me :) I have never missed a payment on any of my debt obligations. I am a worthy borrower because:  I have always paid off my debts I have a very stable job at a privately-held firm",941xx,CA,14,0,12/1/94,0,NA,NA,9,0,90.5,20,FALSE,0,NA,90%,1,T
No,M0695959,Fully Paid,Bank Of America,1 year,RENT,40000,n,"I currently work for Bank of America as a personal banker the job is very stable with a huge demand for personal bankers as Bank of America continues to grow and open more banking centers in NY and across the US. I dont pay any rent or have any car payments. I have a great credit score and plan to keep it that way with this loan to pay off my 2 credit cards that I have with chase. I salary is $50,000 a year and do not have any real expenses like car payments, car insurance or rent. I currently am making large payments towards my credit cards but the interest is way too high. I do not want to give away my money anymore to these credit card companies which is why this loan is perfect. I would save a ton of money every month. Interest rate on one card is 17% and the other 19.9%.",115xx,NY,22.38,0,8/1/02,0,NA,NA,7,0,77.4,14,FALSE,0,NA,77%,1,T
No,M1267776,Fully Paid,Oracle,3 years,MORTGAGE,120000,n,Looking to consolidate credit card debt at significantly lower interest rate in order to get out of debt faster.  Always made bill payments on time.,760xx,TX,17.33,0,10/1/90,0,NA,NA,15,0,79.2,30,FALSE,0,NA,79%,1,T
No,M0974770,Fully Paid,Multicard,4 years,MORTGAGE,96000,n,"I currently pay $1,000 per month toward credit cards.  I am looking to reduce my payments and consolidate the debt so I can make headway with my payments.",800xx,CO,11.22,0,1/1/01,2,41,NA,14,0,42.7,29,FALSE,0,NA,43%,1,T
No,M0183930,Fully Paid,American General Financial Services,1 year,RENT,41300,n,We need to put a new heat pump in our house,232xx,VA,2.32,0,10/1/00,0,0,0,14,0,6.6,18,FALSE,0,NA,7%,1,T
No,M1201383,Fully Paid,"O'Connor Chevrolet, inc.",7 years,RENT,36000,n,"The purpose of the loan is to purchase a restored 1975 Harley-Davidson FXR Shovelhead motorcycle . I have a very stable job. I budget my money very well,have always been a consciuos sender &amp; pay my bills ahead of schedule as opposed to on time or late.",146xx,NY,1.75,0,11/1/98,0,63,NA,7,0,47.7,18,FALSE,0,NA,48%,1,T
No,M0627862,Fully Paid,Oracle Corp,4 years,MORTGAGE,195000,n,,606xx,IL,15.42,0,11/1/90,1,NA,NA,21,0,54.5,58,FALSE,0,NA,54%,1,T
No,M0796855,Fully Paid,harris teeter,3 years,RENT,66000,n,,199xx,DE,10.27,1,12/1/99,2,22,NA,8,0,82.8,38,FALSE,0,NA,83%,1,T
No,M0998442,Fully Paid,Syntel Inc,< 1 year,RENT,80000,n,"I recently moved out of state for a betterjob, and am selling my house (on contract) within the month. I need money to cover my selling costs (discounts, commissions, etc...) Once the deal goes through, i will be saving almost $1700 from my mortgage which i can use to repay this loan and will no longer be constrained by having to pay mortgage / rent in 2 places. Have stable, long term job and income.and repayment will be on schedule and my good credit history is evidence.",852xx,AZ,3.7,0,12/1/00,0,NA,NA,9,0,19.8,22,FALSE,0,NA,20%,1,T
No,M0671147,Fully Paid,Harte Hanks,5 years,RENT,97000,n,,926xx,CA,20.66,0,12/1/97,0,NA,NA,25,0,85.5,39,FALSE,0,NA,86%,1,T
No,M0568422,Fully Paid,U. S. Coast Guard,9 years,RENT,58000,n,568422 added on 11/05/09 > I'm using the loan to pay off most of my debts I have never been deliquent on my bills I have a very stable job.  I work for the Government and have for 9 years.  My contract runs through May of 2012.,191xx,PA,6.23,0,7/1/01,1,NA,NA,4,0,63.6,16,FALSE,0,NA,64%,1,T
No,M0185432,Fully Paid,Legacy Residential LLC,3 years,OWN,214000,n,"Purpose of loan:  Hello, The purpose of this loan is to complete the renovation of the apartment complex. There is a total of 20 units in the complex 15 of the 20 have been completed. The property is 85% pre-leased, which means that as soon as I can complete the renovation I can move those tenants into there new homes. However city code will not allow me to occupy any of those units until the entire building is complete. This loan will be greatly needed. I do have certified workers standing by.   My financial situation: I have my current tax returns from the 2 past years to prove my income. My debt to income Ratio is on 11% Im not spening more then I can afford. My Equafax Credit Score is 780. I have over 10 Years of Property Management Backing me.",302xx,GA,11.61,0,12/1/03,16,0,0,9,0,14.6,14,FALSE,0,NA,15%,1,T
No,M0937904,Fully Paid,Town of Windham,9 years,MORTGAGE,75000,n,,062xx,CT,10.27,0,7/1/98,1,NA,NA,9,0,8.2,32,FALSE,0,NA,8%,1,T
No,M0390712,Fully Paid,SC Law Enforcement Division,10+ years,MORTGAGE,60000,n,This loan will allow me to pay off a card card and another purchase at a lower interest rate.,290xx,SC,11.24,0,3/1/93,2,62,NA,11,0,33.8,28,FALSE,0,NA,34%,1,T
No,M0875682,Fully Paid,Moss Adams LLP,5 years,RENT,95000,n,"I plan on getting married this August didn't realize the cost of this event would be so expensive.  Your consideration is greatly appreciated.  Feel free to contact me if you have any questions. I'm currently working at a cpa firm.  I have worked here for 5 years so i have an excellent employment history.  I am a responsible person and paying off this loan is one of my top priorties.  I've calculated that after i pay all my bills which includes this loan payment, i will still have about $2,000 to live off.  If you are looking for a good investment, you should consider funding my loan. Borrower added on 03/08/11 > Additionally, a question was asked about my credit card debt.  I currently have $11,000 of credit card debt.  The rest of the loan would be used towards the wedding for this August.  I know the current terms seems a bit high at a interest rate of 17.88% but it's definately a better alternative to the credit card rates I would have to pay if i took a cash advance.  Also, it gives me a piece of mind that i would know that the most i would have to pay is a set amount every month with the option of prepaying more if i wanted to.  I currently have a salary of $85K of which i get a net paycheck of $4,400 a month.  So my cashflow is still good even with this loan.  As I said before, I am responsible person and would pay on time.  I am not sure why my interest rate is so high because I have a credit score just above 700.  My disadvantage is your gain.  Trust me, I am a worthy candidate and will deliver.",900xx,CA,7.41,0,1/1/96,0,61,NA,7,0,35.1,17,FALSE,0,NA,35%,1,T
No,M1274693,Fully Paid,Team Industries,1 year,OWN,37000,n,,566xx,MN,9.54,0,9/1/96,0,NA,NA,7,0,57.1,15,FALSE,0,NA,57%,1,T
No,M0856982,Fully Paid,V Capital,< 1 year,MORTGAGE,75000,n,"I have additional income of about $30,000 per year from an apartment building I own and also commissions and consulting fees each year.",847xx,UT,20.48,0,12/1/95,0,NA,NA,16,0,68,38,FALSE,0,NA,68%,1,T
No,M0512090,Fully Paid,Paul Davis Restoration and Remodeling,2 years,RENT,42000,n,"I carry about 4,000.00 in credit card debt that i would like to consolidate into one payment and would not mind having a little extra to take a trip with.",294xx,SC,15.6,0,1/1/04,0,NA,NA,9,0,58.3,15,FALSE,0,NA,58%,1,T
No,M1043665,Fully Paid,ERPandERP Corp,1 year,RENT,54000,n,I am looking for personal loan. null,282xx,NC,10.64,0,3/1/07,1,NA,NA,6,0,16.9,10,FALSE,0,NA,17%,1,T
No,M0860710,Fully Paid,FDIC,< 1 year,MORTGAGE,110000,n,"I am using the loan to pay of my credit cards and have one montly payment. Loan will be used to pay off back taxes on rental property that I own in Washington, DC. Gross income from rental property $1375.00 mo., condo fees - 456.00/mo. Monthly debt service, $210.00/mo. Taxes $2600/yr. billed twice a year.",200xx,DC,14.5,0,8/1/84,0,35,NA,36,0,45.4,78,FALSE,0,NA,45%,1,T
Yes,M1007039,Charged Off,Prometric,5 years,RENT,60000,n,"Trying to get out of debt.  My hope is that this will ease my way out of it without going to extremes, such as bankruptcy or debt relief programs. I've never been late on any payment.  I've been at my current job for 5 years and I have a pretty secure position there.",212xx,MD,14.14,0,2/1/92,0,46,NA,9,0,34.8,26,FALSE,0,NA,35%,1,T
No,M0609911,Fully Paid,Wells Fargo,5 years,RENT,57600,n,Trying to consolidate debt from high interest credit cards.,941xx,CA,14.33,0,12/1/98,1,44,NA,5,0,88.5,9,FALSE,0,NA,88%,1,T
No,M0678933,Fully Paid,Hewitt Energy Group,5 years,MORTGAGE,74100,n,"Thank you for looking over my loan.  The main purpose for this loan is to consolidate some debt and putting a yard in at my new home. I have always had decent credit but got into some trouble with credit cards due to having to travel and problems with a car. The only negatives I have on my account are a high credit limit on 2 cards. IÌ¢åÛåªve never been late on anything.  ItÌ¢åÛåªs hard to get ahead when each card is killing you on interest. With having to put down a good amount on buying a home its left me with no cash to put into my landscaping. I want to get started with sprinklers and grass for now. It is a half acre and I didnÌ¢åÛåªt expect the costs being so high.  My wife and I make a combined annual salary of just over 100,000. We both work for my family company and have been with the company for over 5 years. Our budget is very strict now. I also sold my car because my wife and I work together so we are really only a 1 car family. The monthly payment that was on the car is what IÌ¢åÛåªll be paying on the loan.  IÌ¢åÛåªve been working on closing lines and getting anything paid off that I can to improve my credit. I feel IÌ¢åÛåªve made huge strides in the last few months in getting things in order. Some things IÌ¢åÛåªve changed on my report arenÌ¢åÛåªt yet reflected in a recent pull of my credit so its still improving. I plan on paying this loan off quicker than 3 years.  Feel free to ask any other questions.  Thank you, Doug Jr Thank you for looking over my loan.  The main purpose for this loan is to consolidate some debt and putting a yard in at my new home. I have always had decent credit but got into some trouble with credit cards due to having to travel and problems with a car. The only negatives I have on my account are a high credit limit on 2 cards. IÌ¢åÛåªve never been late on anything.  ItÌ¢åÛåªs hard to get ahead when each card is killing you on interest. Every time I would pay a credit card down they would lower my credit limit so it reflects bad on my credit and shows my balance is close to my limit. With having to put down a good amount on buying a home its left me with no cash to put into my landscaping. I want to get started with sprinklers and grass for now. It is a half acre and I didnÌ¢åÛåªt expect the costs being so high.  My wife and I make a combined annual salary of just over 100,000. We both work for my family company and have been with the company for over 5 years. Our budget is very strict now. I also sold my car because my wife and I work together so we are really only a 1 car family. The monthly payment that was on the car is what IÌ¢åÛåªll be paying on the loan.  IÌ¢åÛåªve been working on closing lines and getting anything paid off that I can to improve my credit. I feel IÌ¢åÛåªve made huge strides in the last few months in getting things in order. Some things IÌ¢åÛåªve changed on my report arenÌ¢åÛåªt yet reflected in a recent pull of my credit so its still improving. I plan on paying this loan off quicker than 3 years.  Feel free to ask any other questions.  Thank you, Doug Jr It is getting close to the dead line. If there are any other questions I haven't answered yet please feel free to ask. I need about $14,000 to consolidate 3 cards into this loan.  I need 1 monthly payment to knock this out!  thanks",840xx,UT,23.04,0,6/1/05,1,NA,NA,10,0,81.8,21,FALSE,0,NA,82%,1,T
No,M0645154,Fully Paid,Bartos Industries,3 years,RENT,52000,n,Consolidate Citi Financial Auto loan and Bank of America  to lower interest,750xx,TX,10.32,0,12/1/93,2,NA,NA,9,0,50.6,27,FALSE,0,NA,51%,1,T
No,M0643602,Fully Paid,Dreyers Grand Ice Cream,9 years,RENT,58000,n,"I've been with the same company for almost 10 years and recently got promoted to a new position which started April 5. I have no problem making my minimum payments on my debts right now but am not getting anywhere on paying them down. Right now my take home is right around $3000 a month and am paying out $150 a month for rent as i am back home living with parents to get my stuff taken care of. My expenses right now come up to $840 which include, car payment, insurance, cell phone, storage space, rent, and gas. I did not factor living expenses but as i am single with no children they aren't very high.",928xx,CA,21.77,0,1/1/99,0,NA,NA,9,0,67.3,29,FALSE,0,NA,67%,1,T
No,M0671646,Fully Paid,USAF,10+ years,MORTGAGE,57000,n,,294xx,SC,8.46,0,9/1/95,0,NA,NA,7,0,5,14,FALSE,0,NA,5%,1,T
No,M0682171,Fully Paid,IBM,4 years,MORTGAGE,190000,n,Payoff higher interest credit card,300xx,GA,22.02,0,1/1/89,4,NA,NA,16,0,86.6,40,FALSE,0,NA,87%,1,T
No,M0997238,Fully Paid,University of Chicago,5 years,MORTGAGE,72000,n,"I plan to use these funds to pay off some higher interest debt.  I am an IT professional in a steady position at the University of Chicago.  The payback amount per month is already in my budget, this loan would just allow me to pay off that debt in a much shorter time.",601xx,IL,25.03,0,6/1/96,1,NA,NA,16,0,31.7,31,FALSE,0,NA,32%,1,T
