member_id,loan_status,emp_title,emp_length,home_ownership,annual_inc,pymnt_plan,desc,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,revol_util_percent,policy_code
M1401215,Fully Paid,PEARL CARROLL & ASSOCIATES LLC,10+ years,MORTGAGE,42500,n,NA,120xx,NY,12.37,0,1/1/1993,1,NA,NA,8,0,20.9,21,FALSE,0,NA,21%,1
M1401216,Charged Off,Workforce Advantage,8 years,RENT,31680,n,NA,072xx,NJ,13.11,0,12/1/2003,1,NA,NA,8,0,56.7,14,FALSE,0,NA,57%,1
M1401217,Fully Paid,NA,< 1 year,RENT,40000,n,NA,982xx,WA,9.6,2,12/1/1982,2,17,NA,7,0,40.1,11,FALSE,0,NA,40%,1
M1401218,Fully Paid,Honeywell Intl. Inc.,10+ years,MORTGAGE,61507,n,"This loan will lower my monthly interest payments by $50 a month, thus allowing me to tackle a couple of other creditors.",797xx,TX,24.52,0,11/1/1995,1,NA,NA,9,0,70.4,25,FALSE,0,NA,70%,1
M1401219,Fully Paid,Berger-Bros Camera,4 years,RENT,18000,n,"Purpose of this loan is to consolidate credit cards into one payment per month.  I pay off all of my bills on time and in most cases beyond the minimum payment.  The average credit card rate of 24%+ interest is the reason for wanting to consolidate to lower rates.  In addition to working a job I've been with for 4 years; I own a growing online business selling collectibles on my own website, ebay amazon and bonanza.com; a business that does about $100K in gross sales yearly..and growing.",117xx,NY,18,0,2/1/2000,1,43,NA,15,0,33,27,FALSE,0,NA,33%,1
M1401220,Fully Paid,Camelback Academy,< 1 year,RENT,34100,n,NA,853xx,AZ,10.28,0,11/1/1999,3,NA,NA,5,0,54.3,22,FALSE,0,NA,54%,1
M1401221,Fully Paid,NA,n/a,RENT,45000,n,I plan to pay off two credit cards and a credit line. The credit line was cut in half by the bank and they have since cancelled the program. I always pay back my debt.  I believe I used the credit and it is my job to repay it (I just need a fair rate so i can pay it back faster.) Money has been very tight this past year. I am trying to reduce my monthly payments so I can reduce my stress and be able to breathe. This loan will help me get back in my budget and not be short money every month.  Thank you for your help.,913xx,CA,20.77,0,1/1/1987,1,NA,NA,6,0,50.6,19,FALSE,0,NA,51%,1
M1401222,Charged Off,Wal Mart,7 years,RENT,24000,n,I would like to consolidate my bills I would like to consolidate my bills and get a lower interest rate.,430xx,OH,14.2,0,2/1/1994,0,NA,NA,6,0,94.4,10,FALSE,0,NA,94%,1
M1401223,Charged Off,r&r sheetmetal,10+ years,MORTGAGE,87000,n,NA,923xx,CA,13.03,0,2/1/1998,0,NA,NA,9,0,74.9,29,FALSE,0,NA,75%,1
M1401224,Fully Paid,Phenom LLC,2 years,RENT,88000,n,"This Loan Request is to consolidate my Personal Loan and Credit Card payments under one umbrella. Since i am paying high interest rate for both, consolidating both these loans will help me to save some amount. Through this i can plan to payoff this new loan before the term of 36 months. My payments are always regular and will continue to do the same. Regarding my Job, it has good clarity and this will help me in paying this loan amount without any delays and well before its Term. I kindly request the investors to Please help me to stabilize my financial Situation and close my loans. Thank You.",061xx,CT,6.59,0,12/1/2006,2,NA,NA,3,0,93.3,4,FALSE,0,NA,93%,1
M1401225,Fully Paid,Building Specialties,3 years,OWN,48000,n,"I purchase some additional property 7 months ago and now its about 85 to 90% finish with repairs that is what I'm using this money for . I have tenant ready to move-in. My plans is to pay this money back sooner than 36 months, because this is my  business and maybe need this service again. The funds from the tenant will go directly In the account that this Institution will be withdrawing from .My job is very stable .",302xx,GA,12.93,1,10/1/1995,2,9,NA,6,0,46.4,20,FALSE,0,NA,46%,1
M1401226,Fully Paid,Video Monitoring Services,3 years,RENT,27000,n,I would like one low monthly interest payment to get rid of debts occurred during years after college. I now have student loans and car paid off and want to focus on this.,402xx,KY,10,0,9/1/2001,1,NA,NA,5,0,28,8,FALSE,0,NA,28%,1
M1401227,Fully Paid,D  and  L Taxi,10+ years,RENT,25800,n,Need to get dentures,329xx,FL,14.93,0,6/1/1994,0,NA,NA,9,0,78.5,11,FALSE,0,NA,78%,1
M1401228,Charged Off,NORWALK TOYOTA,4 years,MORTGAGE,30000,n,NA,906xx,CA,12.16,0,1/1/2000,1,NA,NA,4,0,100,19,FALSE,0,NA,100%,1
M1401229,Fully Paid,Heritage Pest Elimination,3 years,RENT,51000,n,"This loan will be used consolidate my existing debt in to one easy monthly payment. I plan on purchasing my first home in the next 3 years and my goal is to be debt free at that time. My credit is extremely important to me and I monitor it monthly. all of my bills are paid on time every month. The monthly payment from this loan will be cheaper than the minimum payments I am making now, and I will have all my accounts paid off in 3 years!",321xx,FL,10.35,1,12/1/1997,1,14,NA,16,0,57.3,29,FALSE,0,NA,57%,1
M1401230,Fully Paid,Vitra Inc.,10+ years,MORTGAGE,95000,n,NA,180xx,PA,20.32,0,5/1/2004,0,NA,NA,13,0,47.9,24,FALSE,0,NA,48%,1
M1401231,Fully Paid,Beth Israel Deaconess Medical Center,2 years,RENT,306000,n,NA,024xx,MA,10.32,0,12/1/2001,0,NA,NA,12,0,88.7,34,FALSE,0,NA,89%,1
M1401232,Fully Paid,Aetna,9 years,MORTGAGE,190000,n,NA,064xx,CT,4.69,0,9/1/1994,4,48,NA,11,0,98.4,32,FALSE,0,NA,98%,1
M1401233,Fully Paid,S&W Wilson Enterprises INC.,6 years,RENT,65000,n,"I need help to consolidate my credit debt, and slash the monthly money payment outflow to those credit cards.   Paying off those credit card debt is driving me crazy, and my family's(three people family, father,mother and son) life is heavily affected by it because we have to pay those high interest credit card bills with almost 1500 of my monthly income every month in order to bring down the balance level, currently, I am making around $5200 a month, on average(working extra hour is often), and my family combined credit debt for now is around $7500.  For a quick glance, my monthly income seems enough to deal with my credit card debts, but, I have to pay the rents, bills for utility bills, phone& Internet bills. I have been paying out about 3000+ each month just for debt, rent and bills for the past two years. And daily life usage took way what is been left, and each month I left not much money that I can save up for emergency.  Therefore, I just want to slash my monthly spending on paying off debts and could have extra money left for family saving.  I believe warm-hearted people are always around.  Family background: My family came from China in year 2001, I have one boy and he is on college right now, (He writes the information since my English is bad, he is learning it too)and we have no other loan balance besides this Lending Club loan, if I got funded successfully, and once again, many thanks for people who is helping me to have a better life.",112xx,NY,1.68,3,12/1/2004,2,17,NA,8,0,12.9,10,FALSE,0,NA,13%,1
M1401234,Fully Paid,swagelok,4 years,MORTGAGE,26400,n,To pay off debt I pay my bills on time just looking for a loan with low intrest rate so i can pay debt off quicker,441xx,OH,5.68,0,2/1/2005,0,NA,NA,10,0,60.5,16,FALSE,0,NA,60%,1
M1401235,Fully Paid,GH wireless,< 1 year,RENT,21600,n,I plan on using the fund to buy a bike and pay off some school loans..Im a good borrower because i have a great job and it just keep getting better..I just moved up in the Company and i see a big future soon..,494xx,MI,3.5,0,1/1/2000,7,NA,NA,8,0,33.5,9,FALSE,0,NA,34%,1
M1401236,Fully Paid,Yale University,2 years,OWN,50000,n,I would greatly appreciate this loan to pay off a high-rate card now that I'm in a better employment position. Thanks!,065xx,CT,17.69,0,8/1/2003,3,36,NA,9,0,84.1,15,FALSE,0,NA,84%,1
M1401237,Fully Paid,US Army,10+ years,RENT,57828.84,n,"Basically, what I'm trying to do is consolidate my debt into one monthly payment.  I currently pay the following - CitiFinancial - $7,242.11 (APR 27.6%) - $227.10 monthly Pioneer Lending - $7,078.98 (APR 21.2%) - $334.33 monthly Capital One Credit Card - $498.46 (APR 16%) - ~$54.00 monthly Mastercard - $299.16 (APR 18.5%) - ~$36.00 monthly  Payment to this particular consolidation loan will be made via direct deposit allotment from my monthly net salary.  This consolidation will allow me to pay off my debt a bit more quickly, as well as save me approximately $345.00 each month. With this savings I'll turn around and pay it toward the principal amount remaining on my truck.  However, if anyone knows a way I can refinance or lower my current vehicle payment of $620.00 a month, I am open to any suggestions.",782xx,TX,21.54,0,12/1/2000,2,79,NA,6,0,98.1,30,FALSE,0,NA,98%,1
M1401238,Fully Paid,United Parcel Services,3 years,RENT,100000,n,NA,074xx,NJ,12.53,0,6/1/2000,0,NA,NA,4,0,90.1,6,FALSE,0,NA,90%,1
M1401239,Fully Paid,Texas AirSystems,4 years,MORTGAGE,50000,n,This will be used to pay off remaining debt and consolidate to one monthly payment.  Thank you for your consideration,782xx,TX,14.93,0,7/1/2000,2,NA,NA,11,0,22.3,32,FALSE,0,NA,22%,1
M1401240,Fully Paid,80 hanover management  llc,5 years,RENT,24000,n,NA,064xx,CT,2.8,0,6/1/2006,1,NA,NA,4,0,33.5,6,FALSE,0,NA,34%,1
M1401241,Fully Paid,Jones Lang Lasalle,1 year,RENT,50000,n,I am planning on using my loan to cover the expenses incurred from moving from Minneapolis to Atlanta. I have been with Jones Lang Lasalle for over year and have just completed a transfer. I have a very high credit score and never defaulted. I have just paid off 2 cars and a personal loan to capital one.,300xx,GA,4.97,0,1/1/1991,0,NA,NA,15,0,11.6,26,FALSE,0,NA,12%,1
M1401242,Fully Paid,Aerotek,2 years,RENT,38000,n,"554168 added on 10/10/09 > I am a currently employed, 25 year old female. I currently have credit card debt totaling $2,433.55 and an auto loan of $2603.00. I will utilize the funds from this loan to consolidate my debt. I currently earn $33,000/year (base) plus commissions. With commission I earn $38,000/year. I currently live in a home with my fiancÌÄå© who pays the mortgage. I am responsible for the utility bills, and the grocery shopping. The only other debt I have, other than the aforementioned auto loan and credit cards, is a student loan of $18,000 that requires a monthly payment of $114.00 at an interest rat of 4.2%. I currently net $2000.00 per month. With this loan the consistent monthly payments I would have would include: $114.00 student loan; $203.00 lending club loan; $60.00 cell phone bill; ~$200.00 utilities & internet and $53.00 car insurance. Other common expenses include: ~$250.00 groceries and $80.00 gas. The reason I am sharing this with you, potential investor, is to assure you that I have the proper funds to repay you. I know if I was investing in a person I did not know, I would want as much information as possible. To be able to reduce the amount of interest I am paying on my current debt would truly lift a weight off of my shoulders, and would allow me to see the end point of my payments. I believe I am an excellent investment and you will not be disappointed if you choose to invest in me.",543xx,WI,4.83,0,2/1/2004,0,NA,NA,4,0,95.5,6,FALSE,0,NA,96%,1
M1401243,Fully Paid,battery systems inc.,9 years,MORTGAGE,40000,n,"I would like to pay my car, home watering system, and some creditcard bills.",935xx,CA,13.83,0,2/1/1999,2,30,NA,9,0,58.6,13,FALSE,0,NA,59%,1
M1401244,Fully Paid,NetSpend,< 1 year,RENT,50000,n,NA,787xx,TX,5.02,0,10/1/2002,0,33,NA,5,0,52.2,12,FALSE,0,NA,52%,1
M1401245,Fully Paid,Technicolor Creative Services,3 years,RENT,26400,n,"I have 4 C.C.s that I'd like to consolidate.  Most importantly, the transmission in my car died about a month ago so about 25% of this loan is going into fixing it rather than getting a new vehicle, I would much rather get all my debt into a single payment and my car fixed than acquiring a $16K+ debt that would come with a new vehicle. I have 4 C.C.s that I'd like to consolidate.  Most importantly, the transmission in my car died about a month ago so about 25% of this loan is going into fixing it rather than getting a new vehicle, I would much rather get all my debt into a single payment and my car fixed than acquiring a $16K+ debt that would come with a new vehicle.",914xx,CA,19.27,0,3/1/1998,0,NA,NA,7,0,67.5,24,FALSE,0,NA,68%,1
M1401246,Charged Off,North Fork Holdings,4 years,MORTGAGE,118000,n,"My condo is 30 years old and has not been updated since, I need this money to do much needed renovations to the place.",600xx,IL,5.29,0,7/1/1995,1,NA,NA,7,0,29.8,23,FALSE,0,NA,30%,1
M1401247,Fully Paid,CBS Inc.,10+ years,MORTGAGE,95200,n,NA,910xx,CA,3.43,0,8/1/1981,0,NA,NA,9,0,13.7,35,FALSE,0,NA,14%,1
M1401248,Fully Paid,HYDRAFLOW,7 years,RENT,55000,n,"I consider myself to be an excellent and very reliable borrower, I know how important it is to maintain a good credit rating, my one loan is from Toyota finance, (tier 1, 2.9% credit) never missed a payment and my credit cards get paid off at the end of each Month.",926xx,CA,9.1,0,10/1/2006,0,NA,NA,5,0,20.1,6,FALSE,0,NA,20%,1
M1401249,Fully Paid,Baylor University,3 years,RENT,28000,n,NA,767xx,TX,15.64,0,11/1/1999,0,NA,NA,9,0,76.8,16,FALSE,0,NA,77%,1
M1401250,Fully Paid,King Soopers,7 years,RENT,38000,n,NA,805xx,CO,7.77,0,5/1/2006,1,NA,NA,5,0,73,8,FALSE,0,NA,73%,1
M1401251,Current,EmblemHealth,4 years,RENT,42000,n,"I Was recently told I'll have to move within the next 2-3 weeks.  This is all the advanced notice I received.  This loan will be used for costs related to the move (security deposit, broker fees etc).  I am financially stable save for this emergency and I am employed permanently.  My job is stable and I have been there for close to 5 years.",117xx,NY,14.09,0,3/1/1998,2,57,NA,15,0,41.7,24,FALSE,0,NA,42%,1
M1401252,Fully Paid,Dept. of Juvenile Justice,10+ years,MORTGAGE,65000,n,This loan is for partial payment of my franchise fee and training I will be keeping my fulltime job with the state which I have been at for 10years. I'm waiting for my homebuyer's tax credit which I thought I would've have recieved by now to aid me with the rest of my costs as well as help pay on the loan when I receive it.,207xx,MD,0.48,0,6/1/1995,1,45,NA,8,0,27.3,23,FALSE,0,NA,27%,1
M1401253,Fully Paid,Department of Army,1 year,RENT,50000,n,"Will use funds to pay off credit debt accrued while unemployed Currently employed by federal government Current monthly budget $400 Job stability good, plan to pay off in 2 years Current Monthly budget correction $4000",958xx,CA,14.14,0,11/1/2005,1,NA,NA,4,0,51.7,5,FALSE,0,NA,52%,1
M1401254,Fully Paid,U.S. Department of Homeland Security,1 year,OWN,28800,n,NA,136xx,NY,18.92,0,7/1/2006,0,NA,NA,10,0,49.9,12,FALSE,0,NA,50%,1
M1401255,Fully Paid,Thinc Systems Inc,4 years,RENT,60000,n,NA,303xx,GA,4.08,0,1/1/2007,3,NA,NA,3,0,77,6,FALSE,0,NA,77%,1
M1401256,Fully Paid,Cornell University,10+ years,RENT,37000,n,"My position is stable and I want to get out of this credit card debt within three years. I plan on retiring in 7 years, but if I don't get this credit card debt out of the way, I will have to wait another 3 years at least.  I want to insure that my retirement is as secure as it can be.",138xx,NY,14.3,0,5/1/1992,0,NA,17,8,1,97.6,17,FALSE,0,NA,98%,1
M1401257,Charged Off,NA,n/a,RENT,17600,n,"This loan will be used to consolidate bills and some car repairs. By consolidating my bills i can focus on this one bill and have if paid off in no time. I am always on time with my bills, i am not a risk i am a sure thing. Invest with confidence i am hardworking with a steady full time job and a part time job on the side.",027xx,MA,13.7,2,12/1/2006,2,18,NA,9,0,45.3,18,FALSE,0,NA,45%,1
M1401258,Fully Paid,Tinker AFB,3 years,MORTGAGE,84000,n,NA,748xx,OK,21.56,0,5/1/1996,2,68,NA,7,0,97.3,19,FALSE,0,NA,97%,1
M1401259,Fully Paid,Bank of America,1 year,RENT,36000,n,i want to have one monthly payment instead of a bunch of different ones and i dont want to be in debt anymore,027xx,MA,9.87,0,6/1/2003,0,0,0,8,0,49,16,FALSE,0,NA,49%,1
M1401260,Charged Off,Foresight Intelligence,1 year,RENT,100800,n,"I am using these funds to completely pay off credit cards and car loans. As well, once I have these under control, I am going to begin investing in LendingClub as this is an excellent idea. I am incredibly grateful. Thank you. null",852xx,AZ,17.83,0,6/1/1988,2,NA,NA,6,0,99.1,12,FALSE,0,NA,99%,1
M1401261,Fully Paid,canonsburg Hospital,1 year,OWN,24000,n,I sincerly need your help getting rid of this credit card and get it paid off. I am in the process of taking my state nursing boards and need a fresh start. The interest rates on my credit card are so high and its killing me and my credit. Please help! I will stand by my word and you wont regret your investment.,260xx,WV,1.05,0,10/1/1999,1,NA,NA,4,0,46.6,7,FALSE,0,NA,47%,1
M1401262,Fully Paid,Harrison Twp School District,9 years,MORTGAGE,54000,n,"The entire balance wil be used to consolidate revolving debt, which lowers my current monthly payments.",080xx,NJ,20.58,0,10/1/1993,0,NA,NA,7,0,95.1,27,FALSE,0,NA,95%,1
M1401263,Fully Paid,Clem Schaub Architect,4 years,MORTGAGE,50000,n,NA,329xx,FL,9.19,0,11/1/1996,0,NA,NA,6,0,42.4,15,FALSE,0,NA,42%,1
M1401264,Fully Paid,max-m-co,9 years,OWN,42000,n,I need a wedding money!,787xx,TX,9.03,0,1/1/2001,3,NA,NA,8,0,53.1,19,FALSE,0,NA,53%,1
M1401265,Fully Paid,Houghton Mifflin Harcourt,< 1 year,RENT,38000,n,"I've been paying down a variety of high interest credit debt left over from finishing up my degree.  This loan would cover the remaining credit debt entirely, and allow me to take advantage of substantially better interest rates.",787xx,TX,12.98,0,7/1/2004,0,NA,NA,9,0,49.8,16,FALSE,0,NA,50%,1
M1401266,Charged Off,Deborah Heart & Lung Center,< 1 year,MORTGAGE,58000,n,NA,080xx,NJ,18.17,0,4/1/1993,1,NA,NA,16,0,33.7,35,FALSE,0,NA,34%,1
M1401267,Fully Paid,American Medical Systems,1 year,RENT,46080,n,Debt Consolidation loan,554xx,MN,11.43,0,6/1/1993,3,43,NA,14,0,18.2,31,FALSE,0,NA,18%,1
M1401268,Fully Paid,Ulbrich of California,6 years,RENT,37800,n,NA,936xx,CA,13.27,0,6/1/2002,1,60,NA,9,0,61.3,17,FALSE,0,NA,61%,1
M1401269,Charged Off,"LA FOLLETTE, JOHNSON, et al.",4 years,RENT,63500,n,I am interested in consolidating two high interest credit cards.  I have never missed a payment or made a late payment.  Thank you!,916xx,CA,14.68,0,8/1/1995,2,81,NA,21,0,43.6,30,FALSE,0,NA,44%,1
M1401270,Fully Paid,McKesson Corporation,3 years,MORTGAGE,67735,n,"Consolidating credit card debt.  Your investment in securing my financial future is greatly appreciated!!    Borrower added on 12/13/11 > I will be a good borrower because I have a secure job, I am never late on payments, and I am working completely from a budget I have devised that takes into account this loan plus mortgage, bills, and living.  I am smart with money but was just hit up with a lot of expenses due to relocation to another state.  Your investment is secure with me.",295xx,SC,18.8,0,3/1/2004,2,NA,NA,8,0,80.6,16,FALSE,0,NA,81%,1
M1401271,Fully Paid,Army,2 years,RENT,46704,n,We are trying to consolidate date to provide a better future. Have four major credit cards that need to be consolidated down to one monthly payment. It feels better knowing that one payment is decreasing the debt over a three year period rather then having to make four separate payments that barely even touch the principle. Looking forward to paying my credit card debt so I can I can set up a college fund.,300xx,GA,12.13,0,10/1/2005,0,NA,NA,10,0,45.6,13,FALSE,0,NA,46%,1
M1401272,Fully Paid,"NY 4 Pretzels, INC",< 1 year,RENT,19820,n,NA,113xx,NY,5.99,0,6/1/2001,0,NA,NA,2,0,94.3,12,FALSE,0,NA,94%,1
M1401273,Fully Paid,US Navy,10+ years,MORTGAGE,120000,n,NA,967xx,HI,23.37,0,12/1/1998,0,NA,NA,7,0,27.6,22,FALSE,0,NA,28%,1
M1401274,Fully Paid,Hobart,1 year,MORTGAGE,50000,n,NA,325xx,FL,1.27,0,5/1/2001,1,NA,NA,8,0,11.2,16,FALSE,0,NA,11%,1
M1401275,Fully Paid,Nuconsteel,< 1 year,MORTGAGE,84000,n,Emergency cash needed,750xx,TX,13.14,0,1/1/1994,2,48,NA,10,0,34.8,30,FALSE,0,NA,35%,1
M1401276,Fully Paid,CITY OF ROWLETT,9 years,MORTGAGE,49000,n,"581098 added on 11/29/09 > I have never defaulted on any loan/pmnt.  More than likely, this loan will be paid off by the end of next yr..it is only to pay off my credit card debt that I incurred while I was on FML @ work to care for my newborn",750xx,TX,18.59,0,1/1/1995,0,NA,NA,11,0,40.3,37,FALSE,0,NA,40%,1
M1401277,Fully Paid,florida hospital,3 years,MORTGAGE,60000,n,NA,327xx,FL,15.5,0,10/1/2000,3,NA,NA,18,0,11.6,33,FALSE,0,NA,12%,1
M1401278,Fully Paid,Keany Produce Company,10+ years,RENT,38000,n,"With this loan, I will be paying off my credit cards earlier than my projected budget plan at a lower APR as well as help my mother with some of her outstanding medical bills.  Despite having money in savings, I do not want to tap my savings because I'm trying to build savings up enough for a down payment on my first home in a few years time.  By hard work, smart credit choices and keeping to my budget spreadsheet I have been building up my credit rating over the last few years.   I have been fortunate enough to work for the same company for over 17 years and have just received a promotion to a supervisory position.  Please consider me as a good candidate to receiving funding for a loan.   Thank you for your time and consideration. My credit card and store credit debt equals $4604.12 and IÌ¢åÛåªm paying off a Dell line of credit which belongs to my mother but I used of $2364.09; for a total of $6968.21.  The remainder of the loan IÌ¢åÛåªm planning to pay towards some of my motherÌ¢åÛåªs outstanding medical and hospital bills.  I expect to have just over $1000 leftover.  I work full-time as a Customer Service Rep for a wholesale produce supplier in the DelMarVa region.  The company has been in business for over 30 years and IÌ¢åÛåªve worked for them for the last 17 years.  I just received a promotion to Shift Supervisor because the previous supervisor is stepping down for pre-retirement.  After a 3 month probation period I will be receiving a pay increase.  I stated in the loan that I make $38,000 annually but that is my base rate.  In 2009, due to overtime and bonuses, I actually made $55,500.  My motive for requesting a loan is so consolidate all the different debts into one debt instead of many with different due dates.   If I am unable to receive funding I will just continue as I have been doing, setting short term goals while I watch my balances decrease but I would prefer to eliminate all my balances so please consider me worthy of funding.",207xx,MD,19.48,0,3/1/2003,0,NA,118,10,1,62.3,11,FALSE,0,NA,62%,1
M1401279,Fully Paid,First Nat'l Bank of Williamson,10+ years,OWN,44004,n,This loan will be automatically taken out of my DDA account.,256xx,WV,24.73,0,2/1/1993,2,NA,NA,14,0,8.9,22,FALSE,0,NA,9%,1
M1401280,Fully Paid,City of Fremont,10+ years,MORTGAGE,150000,n,NA,950xx,CA,8.09,0,4/1/1989,2,70,NA,5,0,79.7,22,FALSE,0,NA,80%,1
M1401281,Fully Paid,Rabobank NA,3 years,RENT,150000,n,"I took a $50,000 loan from my parents 2 years ago, who offered it willingly and without interest. I've paid half of it off, but being in debt to your family has become complicated and emotional ... so removing this cloud from overhead has become my top priority. Using an unsecured line or a credit card pushes the rate beyond 17%, so this is a better deal (if I can get it).",958xx,CA,8.75,0,3/1/1988,1,33,NA,11,0,19.5,30,FALSE,0,NA,20%,1
M1401282,Fully Paid,Big Electronic Company,< 1 year,RENT,110000,n,"I am going to pay off a higher rate credit card with this loan.  As you can see from my credit report, I took and perfectly paid back many loans.  I have not been late on my credit card and other loan payments even once in the last 10+ years!  Being a good borrower, I prefer that my high interest payments go to good people, rather than to the banks (that charge 20% for loans but pay 0.5% on saving accounts).  I have a stable and advancing career in the growing industry with 6-digit annual salary, plus bonus.",911xx,CA,17.16,0,8/1/2000,4,NA,NA,5,0,100,16,FALSE,0,NA,100%,1
M1401283,Fully Paid,Protiviti,< 1 year,RENT,95000,n,"I am a Financial Services Risk and Compliance consultant working in the Financial Services industry. I am also currently serving in the Army National Guard as an Executive Officer at the rank of 1st Lieutenant. I have honorably served for 7 years thus far. I do plan to serve another 13 years to complete a full 20 year military career.  I plan to use the funds to consolidate credit card debt and low balance fixed payment debts. My job is very stable as the financial services industry is in high demand of risk and compliance professionals in lieu of the numerous regulations imposed on the industry. And if needed, I always have the option of working full-time for the Army National Guard if for some reason my civilian job was no longer present. I will have no issues repaying this loan. After factoring in the monthly payment amount into my monthly budget, and I will have no issues meeting my monthly obligations.  Also, being a member of the U.S military, especially an officer, the Army will not allow any of my debts to go into a delinquency status. The military will garnish my wages and provide them to creditors until the debts are paid, which can be seen as a little extra security in terms of repayment.  I am a responsible individual and if given the opportunity, would like to be able to put myself in a better financial standing. Thank you for taking the time to read my post and have a wonderful day. Hoorah!",112xx,NY,16.41,1,12/1/2002,0,15,NA,4,0,100,22,FALSE,0,NA,100%,1
M1401284,Fully Paid,24 hour fitness,8 years,RENT,55000,n,NA,773xx,TX,11.28,0,12/1/2000,1,44,NA,16,0,65.4,20,FALSE,0,NA,65%,1
M1401285,Fully Paid,Atomic Sound Post Production Services,1 year,MORTGAGE,52800,n,Full tear-off and replacement of roof on my home null Borrower added on 08/25/11 > To Member_798738 (and all other investors) -  I almost lost my house due to unemployment from the Writers Strike. I got a loan mod from BofA last year but the only way to do it was NOT pay my mortgage which killed my credit. This is the reason I need to use Lending Club.,916xx,CA,3.27,2,7/1/1989,1,4,NA,5,0,66.1,19,FALSE,0,NA,66%,1
M1401286,Fully Paid,Kohl's Corporation,< 1 year,RENT,80000,n,NA,532xx,WI,12.84,0,2/1/1998,3,26,NA,7,0,25.3,21,FALSE,0,NA,25%,1
M1401287,Fully Paid,Holland & Knight,2 years,OWN,63000,n,Purchasing a 33' travel trailer with two slide outs.,021xx,MA,3.49,0,5/1/1991,1,0,0,13,0,14.2,28,FALSE,0,NA,14%,1
M1401288,Fully Paid,Verizon,10+ years,RENT,80000,n,"I already have a loan taken out from Lending Club and would now like to further consolidate my debt using Lending Club, I get a much better deal over what I am currently paying to the big banks and I like the idea of making my payments to a group of individual investors rather than to a massive bank.",100xx,NY,14.76,0,11/1/1998,0,NA,NA,8,0,88.5,25,FALSE,0,NA,88%,1
M1401289,Fully Paid,TS Tech,5 years,RENT,42000,n,I have been employed at the same company for five years. I plan on using the money to pay off my credit card and personal loan which I would normally take 5 years to pay off.,432xx,OH,18.63,0,11/1/1997,1,NA,NA,5,0,100,13,FALSE,0,NA,100%,1
M1401290,Fully Paid,"INROADS, Inc",< 1 year,RENT,57000,n,"I began taking my budget more seriously a few months ago. At the suggestion of friend, I signed up for Mint.com to keep me on track. After reviewing the various suggestions by Mint and considering the toll that the credit crunch has placed on my credit cards I decided to use this site. I'm using this loan to consolidate my debt. For those who ate concerned with the amour of time I've been with my employer please note I don't typically switch employers often. Up until recently I was employed with my last company for over 7 years and I sought new employment.",061xx,CT,10.57,0,1/1/1995,0,NA,NA,7,0,81,19,FALSE,0,NA,81%,1
M1401291,Fully Paid,NA,n/a,MORTGAGE,33975,n,NA,482xx,MI,18.97,0,8/1/1980,0,NA,89,11,1,96.7,17,FALSE,0,NA,97%,1
M1401292,Fully Paid,Volt Technical Resources,< 1 year,RENT,52000,n,589166 added on 12/11/09 > Trying to get my debt under control so I can give my daughters what they deserve.,781xx,TX,19.48,0,10/1/1999,7,NA,NA,8,0,72.6,30,FALSE,0,NA,73%,1
M1401293,Current,City College of New York,10+ years,RENT,44000,n,NA,100xx,NY,25.04,0,1/1/1995,0,NA,NA,8,0,56.3,10,FALSE,0,NA,56%,1
M1401294,Fully Paid,RCM Inc.,10+ years,RENT,25596,n,"I would like a loan for 3,000 for eprsonal reasons.",146xx,NY,8.25,0,1/1/2004,1,NA,NA,3,0,7.8,5,FALSE,0,NA,8%,1
M1401295,Charged Off,Community HomeOwnership Counseling Services,< 1 year,RENT,40000,n,"The store I am getting into has been in business or 4 years and doing very well.  The competition for this international food store is none in the city itself.  Major return customers as this is the only indian grocery store most south asians in the community rely on.  Thanks,  Sholin Dass",951xx,CA,6.9,1,10/1/1997,1,20,NA,7,0,81,13,FALSE,0,NA,81%,1
M1401296,Current,Avnet,10+ years,MORTGAGE,68000,n,"I am asking for your investment for me to become debt free. I have a steady job and need your help. Thank you to everyone that has invested in my future.   For those of you still out there, please help me become credit card free! You investment will benefit both of us. Another big thank you to everyone that has invested in my loan since 7/13.  For everyone still out there, please help me become credit card free!!  I only have 4 days left!!  Your investment will be rewarded!! Thank you to everyone that invested yesterday!  Please help me become credit card free, I only have three days left to get my loan fully funded. You will be rewarded! Thank you to all the lenders. I need some more help to get my loan fully funded.  Your investment will be rewarded. Please help, I only have two more days to get fully funded! Thank you to those who have invested in my credit card free lifestyle. Thanks to all the investors.  Please help me get to 100% funded.  I only have one more day.   Please help me achieve my goal of a credit card free lifestyle!! Thank you to all that gave invested, I only have a few more hours to become credit card free!  Please consider me in your portfolio.",851xx,AZ,21.99,0,5/1/1992,2,32,NA,10,0,99.4,37,FALSE,0,NA,99%,1
M1401297,Fully Paid,San Marcos Unified School District,4 years,RENT,53000,n,I am a teacher who is using the funds to pay off my credit card and part of my student loans I took out to get my teaching credential.  I have been at my position long enough that I am considered a permanent employee.,921xx,CA,21.85,0,7/1/2002,0,NA,NA,6,0,42,11,FALSE,0,NA,42%,1
